View,Coment,Like,Subscriber
20510.0,98.0,755.0,280000.0
817.0,0.0,23.0,10000.0
22620.0,155.0,864.0,270000.0
8577.0,53.0,390.0,500000.0
8280.0,126.0,857.0,60000.0
10642.0,112.0,440.0,370000.0
22487.0,79.0,474.0,6000.0
1820.0,2.0,17.0,1000.0
252.0,4.0,32.0,50000.0
62.0,7.0,14.0,266.0
865.0,18.0,85.0,40000.0
187.0,6.0,22.0,100000.0
340.0,12.0,55.0,20000.0
609.0,20.0,83.0,100000.0
65.0,53.0,16.0,108.0
81.0,2.0,7.0,1000.0
269.0,99.0,51.0,918.0
292.0,34.0,46.0,1000.0
5565.0,76.0,139.0,9000.0
1826.0,2.0,32.0,10000.0
1455.0,39.0,193.0,280000.0
780.0,25.0,102.0,10000.0
157.0,2.0,9.0,10000.0
7018.0,130.0,1000.0,510000.0
285.0,20.0,19.0,2000.0
182.0,3.0,12.0,20000.0
9719.0,109.0,625.0,610000.0
195.0,1.0,22.0,60000.0
1644.0,2.0,22.0,270000.0
2090.0,51.0,203.0,90000.0
6243.0,69.0,304.0,50000.0
482.0,55.0,61.0,2000.0
23869.0,237.0,1000.0,60000.0
22730.0,44.0,555.0,859.0
216.0,9.0,24.0,20000.0
645.0,70.0,74.0,10000.0
432.0,9.0,42.0,7000.0
6980.0,60.0,666.0,330000.0
239.0,10.0,28.0,394.0
28472.0,156.0,2000.0,480000.0
898.0,10.0,89.0,6000.0
10807.0,112.0,463.0,370000.0
660.0,14.0,17.0,3000.0
6158.0,69.0,517.0,90000.0
3352.0,54.0,277.0,140000.0
2000.0,66.0,197.0,100000.0
623.0,8.0,11.0,30000.0
10220.0,94.0,752.0,40000.0
12507.0,152.0,1000.0,140000.0
82.0,27.0,23.0,564.0
1380.0,5.0,44.0,70000.0
2360.0,34.0,214.0,10000.0
119.0,15.0,23.0,350.0
527.0,18.0,75.0,10000.0
3682.0,57.0,121.0,20000.0
759.0,20.0,74.0,1000.0
